NUMBER	X_IMAGE	Y_IMAGE	RA	DEC	A_IMAGE	B_IMAGE	THETA_IMAGE	ELLIPTICITY	FLUX_AUTO	FLUXERR_AUTO	MAG_AUTO	MAGERR_AUTO	KRON_RADIUS	R_EFF_PIX	R_EFF_ARCSEC	MU_EFF	SNR_TOTAL	FLUX_APER_5	FLUX_APER_10	FLUX_APER_20	FLUX_APER_40	SERSIC_N	SERSIC_RE	SERSIC_CHI2	MAG_SERSIC	MU_EFF_SERSIC	LSBG_CONF	LSBG_GRADE	FLAGS	LABEL	MATCH_INFO
188	2438.285	3308.943	21.5619124	-1.3784174	10.949	7.201	-37.489	0.3423	2.780175e+03	2.561188e+02	21.3898	0.1000	3.500	18.555	4.8799	27.6074	10.855	6.532006e+01	2.994749e+02	7.250033e+02	1.530411e+03	NaN	NaN	NaN	NaN	NaN	0.399	C	0	0	unmatched_40.80
189	3032.163	3323.723	21.5185140	-1.3773402	8.531	3.235	17.484	0.6208	1.425610e+03	1.412341e+02	22.1150	0.1076	3.500	13.670	3.5951	27.8659	10.094	1.188211e+02	2.792636e+02	3.573905e+02	9.476318e+02	0.360	2.761	3.973	24.2938	25.3359	0.347	C	0	0	unmatched_77.36
190	2225.843	3313.651	21.5774368	-1.3780724	10.938	5.898	73.668	0.4607	1.654067e+03	1.918162e+02	21.9536	0.1259	3.500	14.857	3.9075	27.8969	8.623	4.691531e+01	2.121990e+02	4.370822e+02	7.568896e+02	0.360	3.853	2.868	24.3612	25.9461	0.381	C	0	0	unmatched_88.95
191	171.864	3288.220	21.7275320	-1.3799144	11.918	5.269	75.971	0.5579	4.173489e+03	2.012842e+02	20.9488	0.0524	3.500	10.857	2.8554	26.3991	20.734	4.109287e+02	6.783906e+02	9.466466e+02	1.402881e+03	0.907	4.109	6.103	23.0497	24.9513	0.618	B	0	0	unmatched_341.99
192	505.967	3337.733	21.7031171	-1.3763005	11.777	4.974	-24.388	0.5777	2.981983e+03	1.873229e+02	21.3137	0.0682	3.500	12.822	3.3723	26.8484	15.919	3.282372e+02	5.992661e+02	7.483587e+02	1.421221e+03	0.482	4.841	4.826	23.2841	25.4616	0.544	B	0	0	unmatched_255.75
193	417.683	3290.160	21.7095690	-1.3797751	21.022	11.600	86.754	0.4482	2.425994e+04	3.989953e+02	19.0378	0.0179	3.500	16.434	4.3222	24.9632	60.803	1.248847e+03	3.438152e+03	7.215779e+03	1.076715e+04	1.048	16.076	5.069	20.0054	24.7734	0.513	B	0	0	unmatched_282.07
194	194.264	3379.531	21.7258943	-1.3732440	12.437	4.843	56.141	0.6106	2.659568e+03	1.900643e+02	21.4380	0.0776	3.500	17.142	4.5083	27.4153	13.993	1.200740e+02	3.557399e+02	8.072187e+02	1.404274e+03	0.400	15.041	4.109	22.9522	26.5676	0.452	C	0	0	unmatched_328.75
195	2575.747	3377.615	21.5518669	-1.3734013	10.733	7.257	30.278	0.3239	5.177450e+03	2.514533e+02	20.7147	0.0527	3.500	10.459	2.7508	25.4313	20.590	5.288759e+02	1.508737e+03	2.843092e+03	3.299104e+03	0.689	13.144	3.594	21.2396	25.3480	0.591	B	0	1	matched_0.44
196	557.200	3372.177	21.6993730	-1.3737847	16.344	5.937	-45.916	0.6368	6.755831e+03	2.378630e+02	20.4258	0.0382	3.500	9.614	2.5286	24.8372	28.402	1.119838e+03	2.411226e+03	3.493547e+03	4.021392e+03	0.667	8.206	7.092	21.3542	24.2360	0.417	C	0	0	unmatched_239.75
197	5104.865	3372.344	21.3670480	-1.3737908	12.870	10.748	73.830	0.1649	9.540894e+03	2.962918e+02	20.0510	0.0337	3.500	11.354	2.9860	24.6507	32.201	1.308603e+03	3.363748e+03	6.014397e+03	7.770654e+03	0.995	13.713	2.857	20.2707	24.6082	0.544	B	0	1	matched_0.42
198	283.223	3401.211	21.7193934	-1.3716610	9.195	6.013	59.682	0.3461	3.206361e+03	1.818713e+02	21.2350	0.0616	3.500	10.312	2.7120	27.0794	17.630	1.121369e+02	3.182119e+02	6.017877e+02	1.044070e+03	0.360	10.688	3.324	23.5962	26.5547	0.550	B	0	0	unmatched_304.71
199	2829.822	3398.411	21.5333000	-1.3718830	10.829	6.185	72.800	0.4289	3.478182e+03	2.088791e+02	21.1466	0.0652	3.500	14.564	3.8304	27.1657	16.652	1.603008e+02	4.612987e+02	8.486885e+02	1.643603e+03	1.169	5.752	2.984	23.1990	25.8052	0.574	B	0	0	unmatched_37.37
200	1010.101	3416.229	21.6662770	-1.3705704	7.912	2.994	51.197	0.6215	2.695685e+03	1.192574e+02	21.4233	0.0480	3.500	12.038	3.1661	27.4137	22.604	8.115829e+01	3.062449e+02	3.566069e+02	3.060961e+03	0.360	8.169	7.765	24.0690	26.2569	0.431	C	0	0	unmatched_131.61
201	2149.626	3424.076	21.5830058	-1.3700049	12.713	5.580	73.978	0.5611	1.703936e+03	1.986387e+02	21.9214	0.1266	3.500	22.009	5.7883	27.9960	8.578	3.628917e+01	2.122670e+02	5.954728e+02	1.369283e+03	0.360	37.082	2.772	22.4210	27.1814	0.371	C	0	0	unmatched_113.17
202	663.243	3440.745	21.6916234	-1.3687764	10.365	4.131	84.330	0.6014	2.961719e+03	1.790911e+02	21.3211	0.0657	3.927	18.461	4.8553	28.2806	16.537	2.754451e+01	2.013025e+02	3.924645e+02	1.715433e+03	0.360	43.170	3.276	21.6045	26.9622	0.373	C	0	0	unmatched_207.01
203	6536.228	3451.310	21.2624496	-1.3680181	12.986	4.907	-35.089	0.6221	3.374984e+03	1.967497e+02	21.1793	0.0633	3.500	13.626	3.5836	27.1973	17.154	2.142043e+02	4.343695e+02	7.849933e+02	1.049488e+03	NaN	NaN	NaN	NaN	NaN	0.423	C	0	0	unmatched_375.61
204	5778.169	3460.975	21.3178456	-1.3673146	13.139	7.089	72.732	0.4604	1.069479e+04	2.659561e+02	19.9271	0.0270	4.126	15.368	4.0417	27.5753	40.213	4.244862e+01	3.381653e+02	6.055958e+02	9.646162e+02	0.360	3.510	4.816	23.7066	25.0589	0.486	C	0	0	unmatched_178.51
205	2242.351	3442.628	21.5762297	-1.3686500	13.387	4.742	-49.126	0.6458	3.359140e+03	1.943308e+02	21.1844	0.0628	3.500	23.520	6.1857	27.4171	17.286	4.644894e+02	7.108663e+02	1.013079e+03	2.596008e+03	0.695	4.423	3.701	22.9437	24.8896	0.522	B	0	0	unmatched_89.77
206	2252.833	3466.376	21.5754636	-1.3669152	10.618	5.065	-89.272	0.5230	5.536899e+03	1.806772e+02	20.6418	0.0354	3.500	13.839	3.6395	26.1426	30.645	8.192622e+02	1.320791e+03	1.674173e+03	3.089131e+03	0.727	4.416	3.575	22.2119	24.3619	0.641	B	0	0	unmatched_88.51
207	43.871	3464.284	21.7368832	-1.3670509	7.876	3.570	69.699	0.5468	1.556384e+03	1.290728e+02	22.0197	0.0900	3.500	11.025	2.8995	26.6970	12.058	2.703960e+02	4.984630e+02	8.311903e+02	1.160967e+03	0.360	7.692	7.961	23.2335	25.6289	0.466	C	0	0	unmatched_361.66
208	146.561	3498.525	21.7293789	-1.3645505	12.599	4.111	10.286	0.6737	3.963305e+03	1.777760e+02	21.0049	0.0487	3.500	22.615	5.9478	28.0971	22.294	2.469778e+02	4.222217e+02	5.824864e+02	1.378136e+03	0.889	4.370	6.018	23.4792	25.5729	0.432	C	0	0	unmatched_333.41
209	5681.727	3490.956	21.3248933	-1.3651245	18.605	8.633	33.209	0.5360	1.262388e+04	3.267463e+02	19.7470	0.0281	3.776	24.683	6.4915	27.4978	38.635	3.182631e+01	1.913597e+02	1.149958e+03	2.019490e+03	0.360	17.928	8.070	22.7859	26.1169	0.475	C	0	0	unmatched_154.76
210	5649.712	3541.567	21.3272330	-1.3614272	10.040	3.998	12.664	0.6018	2.301393e+03	1.629010e+02	21.5950	0.0769	3.710	10.683	2.8095	27.2011	14.128	6.304054e+01	2.885643e+02	3.461962e+02	9.933768e+02	0.360	11.266	3.405	23.7936	27.0148	0.456	C	0	0	unmatched_149.88
211	663.461	3537.462	21.6916065	-1.3617108	11.319	7.276	80.733	0.3572	4.413262e+03	2.209184e+02	20.8881	0.0543	3.500	11.600	3.0507	26.4805	19.977	3.655038e+02	7.043210e+02	1.011781e+03	1.803407e+03	1.001	4.207	3.134	22.8550	24.9191	0.683	B	0	0	unmatched_198.66
212	1721.812	3448.404	21.6142684	-1.3682250	33.425	18.763	-55.018	0.4387	7.921815e+05	9.400254e+02	15.2529	0.0013	5.555	35.280	9.2787	27.1831	842.724	3.176751e+02	6.246899e+02	1.452017e+03	4.327525e+03	NaN	NaN	NaN	NaN	NaN	0.572	B	0	0	unmatched_116.13
213	2832.116	3539.935	21.5331318	-1.3615440	23.400	13.855	-61.228	0.4079	7.807528e+04	4.669344e+02	17.7687	0.0065	3.500	20.714	5.4477	25.1229	167.208	8.560641e+02	2.936640e+03	7.984435e+03	1.394605e+04	0.678	22.161	7.709	19.6759	25.0169	0.527	B	0	1	matched_0.34
214	5007.246	3584.916	21.3741819	-1.3582613	11.423	6.319	-9.878	0.4469	5.478403e+03	2.660653e+02	20.6534	0.0527	4.312	17.896	4.7065	28.0182	20.590	7.103020e+01	2.561767e+02	5.016979e+02	8.834989e+02	NaN	NaN	NaN	NaN	NaN	0.395	C	0	0	unmatched_61.16
215	150.336	3589.096	21.7291021	-1.3579339	10.227	4.924	50.360	0.5185	1.633774e+03	1.763006e+02	21.9670	0.1172	3.500	9.805	2.5787	26.5904	9.267	2.033714e+02	4.911595e+02	7.798420e+02	1.066175e+03	0.731	6.358	2.872	23.0387	25.5939	0.553	B	0	0	unmatched_328.70
216	4469.329	3601.485	21.4134908	-1.3570509	7.103	3.287	-78.852	0.5373	3.102194e+03	1.259362e+02	21.2708	0.0441	3.500	10.238	2.6926	26.7376	24.633	2.907968e+02	4.532747e+02	8.343088e+02	4.337298e+03	0.360	4.171	8.160	23.6368	25.4050	0.518	B	0	0	unmatched_35.15
217	1195.106	3622.826	21.6527562	-1.3554789	7.424	3.592	56.194	0.5162	1.229114e+04	1.910666e+02	19.7760	0.0169	4.982	19.833	5.2161	27.8047	64.329	1.929488e+02	2.930240e+02	6.732326e+02	5.780719e+03	NaN	NaN	NaN	NaN	NaN	0.413	C	0	0	unmatched_60.13
218	342.840	3621.633	21.7150348	-1.3555588	8.427	4.253	84.163	0.4953	2.136335e+03	1.530725e+02	21.6758	0.0778	3.627	10.606	2.7893	26.8555	13.956	8.563522e+01	4.173764e+02	7.785227e+02	8.845084e+02	0.520	2.871	4.234	23.8469	24.9407	0.551	B	0	0	unmatched_277.42
219	6685.757	3627.842	21.2515235	-1.3551209	13.180	4.717	19.159	0.6421	2.532208e+03	2.260771e+02	21.4913	0.0969	3.500	12.939	3.4030	27.1671	11.201	9.579224e+01	2.739977e+02	6.302830e+02	1.024895e+03	0.360	13.478	8.229	23.1794	26.8072	0.387	C	0	0	unmatched_421.06
220	236.460	3623.350	21.7228083	-1.3554324	10.472	5.362	65.890	0.4880	4.988681e+03	1.853374e+02	20.7550	0.0403	3.500	16.520	4.3447	26.4230	26.917	3.051052e+02	5.738287e+02	2.652986e+03	3.352884e+03	NaN	NaN	NaN	NaN	NaN	0.598	B	0	0	unmatched_305.19
221	5900.389	3637.489	21.3089147	-1.3544189	12.927	4.211	56.417	0.6743	2.092132e+03	1.759193e+02	21.6985	0.0913	3.500	10.800	2.8405	26.5225	11.893	3.455121e+02	5.850419e+02	8.260882e+02	1.263914e+03	1.408	5.353	3.724	22.9520	25.4187	0.541	B	0	0	unmatched_220.36
222	1099.218	3623.169	21.6597631	-1.3554531	8.603	6.100	-61.166	0.2909	3.423292e+03	1.814910e+02	21.1639	0.0576	3.500	10.941	2.8775	26.4337	18.862	4.621997e+02	6.814973e+02	1.092637e+03	2.383565e+03	NaN	NaN	NaN	NaN	NaN	0.616	B	0	0	unmatched_82.73
223	1118.303	3640.623	21.6583684	-1.3541782	11.219	7.757	-70.493	0.3086	8.539882e+03	2.387304e+02	20.1714	0.0304	3.532	19.760	5.1968	27.1872	35.772	2.313356e+02	6.027045e+02	1.144848e+03	2.329552e+03	0.360	19.727	7.898	22.4100	26.6644	0.546	B	0	0	unmatched_76.39
224	6408.237	3694.393	21.2718037	-1.3502601	10.405	9.233	-38.161	0.1126	4.172027e+03	2.328293e+02	20.9491	0.0606	3.500	10.411	2.7382	27.2406	17.919	7.300586e+01	2.746102e+02	6.038751e+02	9.894574e+02	NaN	NaN	NaN	NaN	NaN	0.540	B	0	0	unmatched_347.26
225	6496.539	3702.278	21.2653510	-1.3496837	10.737	7.847	72.471	0.2692	4.867567e+03	2.596134e+02	20.7817	0.0579	4.109	10.681	2.8091	26.9638	18.749	2.135411e+02	3.922246e+02	7.232554e+02	1.088433e+03	NaN	NaN	NaN	NaN	NaN	0.547	B	0	0	unmatched_369.81
226	172.135	3720.155	21.7275078	-1.3483597	9.700	3.162	53.438	0.6740	1.668855e+03	1.388547e+02	21.9440	0.0903	3.500	13.348	3.5107	26.8145	12.019	4.901294e+02	6.265811e+02	1.329542e+03	1.622755e+03	NaN	NaN	NaN	NaN	NaN	0.416	C	0	0	unmatched_320.58
227	1526.424	3744.478	21.6285443	-1.3465940	13.342	5.587	-47.667	0.5812	1.049389e+03	1.986255e+02	22.4477	0.2055	3.500	11.471	3.0169	27.3000	5.283	2.464012e+01	2.211908e+02	5.230535e+02	6.880167e+02	0.360	12.062	2.495	23.2966	26.7064	0.394	C	0	0	unmatched_35.65
228	1016.337	3755.603	21.6658185	-1.3457776	10.205	5.377	-15.119	0.4731	2.007559e+03	1.847028e+02	21.7433	0.0999	3.500	13.917	3.6603	27.4663	10.869	1.758285e+01	1.960110e+02	4.849719e+02	9.869889e+02	0.360	14.886	2.972	23.4359	27.3579	0.442	C	0	0	unmatched_98.59
229	1390.180	3740.925	21.6385003	-1.3468527	13.183	13.027	-0.869	0.0118	1.163113e+04	3.138579e+02	19.8359	0.0293	3.500	12.738	3.3502	24.6887	37.059	1.354712e+03	3.609004e+03	6.823951e+03	9.413204e+03	1.085	13.574	2.666	20.0578	24.7065	0.587	B	0	1	matched_0.20
230	4367.915	3687.844	21.4209016	-1.3507419	35.674	20.101	-62.741	0.4365	1.146617e+05	7.203795e+02	17.3515	0.0068	3.500	30.337	7.9787	26.1806	159.168	7.279843e+02	1.917460e+03	4.004036e+03	8.729238e+03	NaN	NaN	NaN	NaN	NaN	0.646	B	0	1	matched_0.27
231	4382.697	3710.174	21.4198214	-1.3491106	17.714	6.866	14.171	0.6124	1.904269e+04	2.895622e+02	19.3007	0.0165	3.500	28.074	7.3836	26.3471	65.764	1.266140e+03	1.992723e+03	3.033982e+03	8.008242e+03	NaN	NaN	NaN	NaN	NaN	0.617	B	0	0	unmatched_6.79
232	4329.807	3667.279	21.4236864	-1.3522443	11.585	7.537	-41.357	0.3494	1.520738e+04	2.519185e+02	19.5449	0.0180	3.500	12.169	3.2004	25.3707	60.366	1.100452e+03	2.047790e+03	2.863622e+03	5.727266e+03	0.710	6.804	6.038	21.7111	24.0952	0.559	B	0	0	unmatched_11.57
233	1206.227	3784.083	21.6519422	-1.3436984	7.611	3.416	-22.231	0.5512	9.379363e+02	1.303172e+02	22.5696	0.1509	3.500	9.723	2.5570	27.1705	7.197	1.040650e+02	2.901908e+02	4.015844e+02	1.040071e+03	0.783	12.859	3.513	23.6081	26.6412	0.456	C	0	0	unmatched_49.89
234	4415.241	3771.718	21.4174432	-1.3446145	14.783	6.541	16.791	0.5575	9.395105e+03	2.551937e+02	20.0677	0.0295	3.500	24.070	6.3304	27.2837	36.816	4.454289e+02	8.042876e+02	1.411113e+03	2.816838e+03	0.640	5.045	4.551	22.8874	25.1189	0.570	B	0	0	unmatched_25.07
235	1685.540	3806.358	21.6169166	-1.3420744	8.722	5.159	5.096	0.4085	1.938342e+03	1.583786e+02	21.7814	0.0887	3.500	9.589	2.5220	27.2588	12.239	9.018923e+01	2.683249e+02	4.359607e+02	7.622008e+02	0.964	3.735	2.989	24.2052	25.9104	0.519	B	0	0	unmatched_79.37
236	6745.956	3807.329	21.2471253	-1.3420081	8.406	7.803	72.620	0.0718	4.496881e+03	2.304072e+02	20.8677	0.0556	3.500	10.183	2.6781	26.6214	19.517	9.067188e+01	4.901261e+02	9.031219e+02	1.087777e+03	0.360	10.471	4.711	23.0670	26.1158	0.662	B	0	0	unmatched_431.81
237	6685.931	3875.138	21.2515119	-1.3370546	11.664	5.408	-17.972	0.5363	2.918447e+03	2.290608e+02	21.3371	0.0852	3.500	13.993	3.6802	27.2585	12.741	1.034096e+02	4.436544e+02	7.651245e+02	1.327153e+03	0.360	9.592	4.254	23.5097	26.6799	0.454	C	0	0	unmatched_415.11
238	4393.941	3895.724	21.4189996	-1.3355552	15.610	9.616	42.646	0.3840	1.882988e+04	3.223977e+02	19.3129	0.0186	3.500	28.705	7.5495	27.7230	58.406	5.596360e+01	6.130925e+02	1.153375e+03	1.981838e+03	0.360	5.786	3.697	22.7385	24.7434	0.537	B	0	0	unmatched_54.83
239	5539.520	3892.431	21.3352861	-1.3357949	11.254	4.818	24.472	0.5719	3.496845e+03	1.867990e+02	21.1408	0.0580	3.500	12.119	3.1873	26.4398	18.720	4.847538e+02	7.995084e+02	1.368795e+03	1.990498e+03	1.262	8.653	3.031	22.2784	25.5196	0.635	B	0	0	unmatched_113.74
240	5688.835	3901.296	21.3243749	-1.3351469	12.542	4.508	-70.998	0.6405	3.138033e+03	1.834810e+02	21.2584	0.0635	3.500	20.326	5.3458	27.4975	17.103	1.851363e+02	3.565175e+02	8.720608e+02	2.036815e+03	NaN	NaN	NaN	NaN	NaN	0.400	C	0	0	unmatched_152.79
241	449.093	3931.373	21.7072675	-1.3329320	11.914	7.124	-37.237	0.4021	1.641738e+03	2.363929e+02	21.9617	0.1563	3.500	11.406	2.9998	27.4587	6.945	1.278214e+01	2.120798e+02	5.629506e+02	6.970620e+02	0.360	18.139	4.117	22.8849	27.7148	0.410	C	0	0	unmatched_252.72
242	5108.414	3925.623	21.3667893	-1.3333707	9.248	8.526	-4.602	0.0781	3.693600e+03	2.279917e+02	21.0814	0.0670	3.500	10.598	2.7872	25.6805	16.201	3.872657e+02	1.221155e+03	2.308890e+03	3.285105e+03	0.673	11.015	3.270	21.4966	25.7023	0.648	B	0	1	matched_0.27
243	6430.194	3986.550	21.2702004	-1.3289164	4.556	3.056	77.807	0.3292	9.459015e+03	1.188056e+02	20.0604	0.0136	4.287	10.306	2.7104	26.0788	79.618	5.372056e+02	8.296902e+02	7.477408e+03	9.559813e+03	NaN	NaN	NaN	NaN	NaN	0.589	B	0	0	unmatched_347.98
244	761.313	4001.369	21.6844520	-1.3278211	14.122	4.513	24.164	0.6804	1.790576e+03	2.085885e+02	21.8675	0.1265	3.500	11.754	3.0913	26.5137	8.584	6.417909e+01	5.249438e+02	1.144367e+03	1.512911e+03	0.360	6.053	3.469	22.7483	24.7109	0.480	C	0	0	unmatched_171.80
245	4153.844	4016.609	21.4365447	-1.3267237	9.622	6.670	-43.025	0.3068	6.280725e+03	2.143995e+02	20.5050	0.0371	3.500	17.542	4.6135	27.4071	29.294	9.126914e+01	3.368922e+02	7.536690e+02	2.106373e+03	NaN	NaN	NaN	NaN	NaN	0.512	B	0	0	unmatched_52.99
246	404.818	4017.187	21.7105020	-1.3266625	12.827	7.470	-58.671	0.4176	3.507446e+03	2.515863e+02	21.1375	0.0779	3.500	16.329	4.2945	27.7447	13.941	2.573845e+01	1.845241e+02	6.238420e+02	1.038089e+03	0.360	52.560	3.225	22.3246	28.1251	0.449	C	0	0	unmatched_262.13
247	2119.068	4071.303	21.5852352	-1.3227215	8.264	3.390	6.364	0.5898	2.587204e+03	1.472432e+02	21.4679	0.0618	3.753	16.783	4.4139	28.0704	17.571	1.737980e+02	2.821369e+02	5.300715e+02	1.495234e+03	0.754	2.757	2.994	24.1012	25.3715	0.447	C	0	0	unmatched_195.39
248	1159.509	4090.520	21.6553536	-1.3213114	9.503	5.562	17.250	0.4147	2.260339e+03	1.881676e+02	21.6146	0.0904	3.500	11.468	3.0161	27.2749	12.012	1.419207e+02	3.411462e+02	7.221728e+02	1.057441e+03	0.465	3.843	4.158	23.9108	25.4938	0.498	C	0	0	unmatched_65.31
249	4857.555	4182.448	21.3851210	-1.3146085	11.761	8.388	-11.222	0.2868	2.681201e+04	2.685588e+02	18.9292	0.0109	3.500	16.421	4.3187	27.3103	99.837	-1.736016e+01	9.166436e+01	7.713925e+02	1.533071e+03	NaN	NaN	NaN	NaN	NaN	0.527	B	0	0	unmatched_60.71
250	1303.124	4185.339	21.6448584	-1.3143855	12.603	4.414	76.580	0.6497	2.058372e+03	1.842848e+02	21.7162	0.0972	3.500	18.587	4.8883	27.7428	11.170	4.688761e+01	2.468071e+02	6.253438e+02	1.369799e+03	0.871	17.891	3.247	23.1583	26.8381	0.427	C	0	0	unmatched_21.88
251	5617.115	4179.791	21.3296164	-1.3148016	12.888	4.341	-88.414	0.6632	2.119847e+03	1.864892e+02	21.6842	0.0955	3.500	22.134	5.8211	28.1226	11.367	6.817173e+01	2.440880e+02	5.345419e+02	1.266286e+03	0.360	14.463	3.015	23.5126	27.2276	0.353	C	0	0	unmatched_149.44
252	616.824	4146.884	21.6950088	-1.3171894	24.367	17.414	4.750	0.2853	3.608036e+05	5.330167e+02	16.1068	0.0016	3.500	26.624	7.0020	25.9561	676.909	8.441797e+02	2.592982e+03	5.052723e+03	8.633669e+03	1.640	16.197	8.599	20.3688	25.2293	0.659	B	0	0	unmatched_202.65
253	4023.671	4172.253	21.4460569	-1.3153529	22.025	17.122	-89.273	0.2226	5.988680e+04	6.075445e+02	18.0567	0.0110	3.500	22.662	5.9600	25.1911	98.572	9.193617e+02	2.957493e+03	8.039885e+03	1.550219e+04	0.812	23.711	7.026	19.4411	25.1357	0.587	B	0	1	matched_0.57
254	1386.695	4190.929	21.6387516	-1.3139777	15.580	12.772	8.843	0.1802	1.279573e+04	3.445367e+02	19.7323	0.0292	3.500	14.423	3.7933	25.1475	37.139	9.076638e+02	2.572098e+03	5.324722e+03	7.666393e+03	1.045	15.029	3.021	20.2695	25.1437	0.606	B	0	1	matched_0.38
255	1191.487	4229.610	21.6530158	-1.3111505	10.166	4.271	-62.941	0.5798	2.745481e+03	1.677548e+02	21.4035	0.0663	3.500	15.273	4.0169	26.5686	16.366	3.326620e+02	6.070100e+02	1.924891e+03	2.563287e+03	0.360	13.979	4.226	21.9980	25.1858	0.556	B	0	0	unmatched_52.10
256	4744.687	4258.885	21.3933688	-1.3090244	9.192	4.594	19.218	0.5002	3.554781e+04	2.240334e+02	18.6230	0.0068	4.425	24.372	6.4097	27.3332	158.672	5.776829e+02	8.760873e+02	1.222263e+03	8.171967e+03	NaN	NaN	NaN	NaN	NaN	0.498	C	0	0	unmatched_92.55
257	4785.380	4282.029	21.3903953	-1.3073336	12.116	5.708	-4.021	0.5288	4.278193e+04	2.917591e+02	18.4218	0.0074	4.494	13.961	3.6717	26.4174	146.634	7.139876e+02	9.737120e+02	1.587200e+03	3.005541e+03	NaN	NaN	NaN	NaN	NaN	0.579	B	0	0	unmatched_92.39
258	6736.306	4277.034	21.2478327	-1.3076938	11.001	9.706	-1.176	0.1177	1.558701e+04	2.971121e+02	19.5181	0.0207	3.500	11.571	3.0432	25.1852	52.462	7.226038e+02	2.091470e+03	4.008577e+03	5.263649e+03	0.816	12.716	3.637	20.8319	25.1593	0.609	B	0	0	unmatched_437.94
259	6148.232	4263.108	21.2908056	-1.3087134	16.542	5.565	-51.847	0.6636	7.507059e+04	2.446432e+02	17.8113	0.0035	3.557	29.619	7.7899	24.3165	306.858	5.359714e+03	9.199991e+03	1.214698e+04	6.612475e+04	NaN	NaN	NaN	NaN	NaN	0.332	C	0	0	unmatched_287.43
260	1820.646	4233.376	21.6070410	-1.3108795	20.613	7.488	-27.521	0.6367	5.765221e+03	2.999567e+02	20.5980	0.0565	3.500	25.307	6.6557	27.1278	19.220	4.753619e+02	1.086334e+03	1.723771e+03	3.222201e+03	1.109	15.358	3.336	21.6083	25.7868	0.581	B	0	0	unmatched_114.81
261	6480.265	4290.479	21.2665427	-1.3067127	13.223	4.354	-87.979	0.6707	2.777932e+03	1.896771e+02	21.3907	0.0741	3.500	22.911	6.0255	27.8886	14.646	4.469554e+01	3.163870e+02	6.035614e+02	1.622865e+03	NaN	NaN	NaN	NaN	NaN	0.326	C	0	0	unmatched_373.27
262	2242.419	4293.504	21.5762201	-1.3064892	7.342	5.929	31.518	0.1925	1.881758e+03	1.650902e+02	21.8136	0.0953	3.500	16.326	4.2938	27.0105	11.398	3.548683e+02	6.157124e+02	1.565363e+03	2.183797e+03	NaN	NaN	NaN	NaN	NaN	0.515	B	0	0	unmatched_205.95
263	4386.738	4284.954	21.4195258	-1.3071199	14.036	10.187	85.920	0.2743	4.059301e+03	3.160343e+02	20.9789	0.0845	3.500	11.545	3.0363	26.1590	12.844	5.547473e+02	8.856246e+02	1.279968e+03	1.944337e+03	NaN	NaN	NaN	NaN	NaN	0.555	B	0	0	unmatched_99.44
264	4395.097	4291.011	21.4189149	-1.3066773	17.808	7.310	64.074	0.5895	7.699715e+03	3.051661e+02	20.2838	0.0430	3.500	11.701	3.0774	26.2001	25.231	3.468278e+02	7.254472e+02	1.569793e+03	2.253783e+03	0.360	7.775	3.396	22.3183	25.1288	0.587	B	0	0	unmatched_102.02
265	6303.836	4361.797	21.2794354	-1.3015032	7.262	3.027	41.128	0.5831	1.945953e+03	1.205129e+02	21.7772	0.0672	3.500	12.426	3.2679	26.7077	16.147	4.308455e+02	5.512090e+02	1.380730e+03	1.656812e+03	NaN	NaN	NaN	NaN	NaN	0.486	C	0	0	unmatched_334.58
266	1165.880	4370.569	21.6548859	-1.3008526	14.133	6.572	63.456	0.5350	4.342798e+03	2.756172e+02	20.9056	0.0689	3.500	16.184	4.2563	27.2655	15.757	8.357501e+01	3.524766e+02	8.558097e+02	1.220873e+03	0.603	8.924	5.561	23.1898	26.0088	0.512	B	0	0	unmatched_74.51
267	5646.903	4419.724	21.3274403	-1.2972732	12.243	9.289	-63.035	0.2412	5.713177e+03	3.004377e+02	20.6078	0.0571	3.500	17.151	4.5107	27.0802	19.016	1.133564e+02	5.204523e+02	1.100596e+03	1.981506e+03	NaN	NaN	NaN	NaN	NaN	0.564	B	0	0	unmatched_192.03
268	6342.045	4456.663	21.2766436	-1.2945726	9.816	3.977	37.168	0.5949	1.490357e+03	1.748952e+02	22.0668	0.1274	3.500	9.901	2.6040	27.0412	8.521	7.249246e+01	3.315928e+02	4.540190e+02	8.071688e+02	0.360	11.835	3.955	23.5040	26.6788	0.426	C	0	0	unmatched_353.12
269	4905.786	4480.648	21.3815968	-1.2928233	6.605	3.011	0.600	0.5441	6.222492e+03	1.575380e+02	20.5151	0.0275	3.981	16.627	4.3730	26.6297	39.498	4.766671e+02	7.544407e+02	2.788150e+03	6.148156e+03	NaN	NaN	NaN	NaN	NaN	0.556	B	0	0	unmatched_135.24
270	4721.042	4510.118	21.3950967	-1.2906704	6.703	2.823	19.918	0.5788	3.016423e+03	1.390610e+02	21.3013	0.0501	3.500	12.434	3.2701	26.0218	21.691	9.154531e+02	1.077716e+03	2.622167e+03	2.532072e+03	NaN	NaN	NaN	NaN	NaN	0.525	B	0	0	unmatched_154.06
271	1324.525	4508.215	21.6432922	-1.2907980	8.329	7.157	28.135	0.1408	2.294541e+03	2.344523e+02	21.5983	0.1109	3.500	10.001	2.6304	27.2784	9.787	1.309897e+02	2.664875e+02	3.987685e+02	7.188867e+02	NaN	NaN	NaN	NaN	NaN	0.455	C	0	0	unmatched_84.66
